x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,g(x)
-7.9314,-4.4292,-3.363,-4.6771,-4.0293,-5.2575,-5.6219,-0.79928,-8.793,-4.6047,102.46
-5.6433,0.34407,-0.39776,-7.1209,-2.8136,-6.0772,-3.6538,-8.2288,-6.1691,-4.847,56.32
-2.1143,-6.0767,-5.0248,-9.5364,-5.8481,-3.2178,-7.5328,0.37354,-3.9112,-7.7957,118.3
-4.4483,-2.5989,-0.89695,-0.72758,-1.2569,-2.8213,-5.8919,-4.3987,-9.207,-3.0789,92.055
-1.3041,-6.9134,-7.4429,-4.4685,-2.168,-5.712,-7.857,-4.9607,-7.0283,-4.8844,55.537
-3.61,-1.2727,-4.6516,-8.1712,-5.8802,-1.97,-5.943,-6.7182,-2.7946,1.0418,61.674
-4.6366,-4.5782,-3.4017,-6.5236,-7.2083,-1.9848,-3.2624,-2.3227,-5.6536,-6.2519,104.93
-8.2383,-2.9309,-4.528,-3.541,-4.1408,-3.0333,-7.965,-6.007,-6.2567,-9.3173,107.52
-2.5903,-5.6723,-4.9889,-0.44188,-7.7765,-0.69645,-4.6112,-0.99021,-5.2555,-4.3866,114.02
-3.5323,-3.5808,-8.9011,-1.6612,-3.2643,-4.9495,-4.1899,-7.7901,1.2924,2.6345,-55.254
0.25959,-5.2097,-4.1207,-8.2257,-6.1986,-6.4218,-10.451,-0.56919,-7.7675,-3.2999,155.28
-6.41,-5.5011,-6.222,-3.6031,-5.4163,-7.2007,-5.2764,-2.3647,-5.396,-3.2385,56.948
-6.2272,-0.58916,-2.891,-1.9016,-6.3987,-6.6567,-2.1767,-4.2752,-4.8208,-3.6235,63.076
-4.5758,-3.6725,-2.0188,-5.2517,-3.0734,-4.327,-2.5674,-0.34444,-8.5039,-5.2834,86.565
-7.6558,-6.2083,-2.4972,-1.4842,-4.1457,-4.0555,-5.429,-7.4307,-6.0377,-4.9111,60.521
-4.0681,2.7188,-7.457,-5.5996,0.34053,-0.6403,-4.0162,-5.1521,-4.3381,-5.0175,25.511
0.14524,-4.5482,-5.5706,-3.0521,-3.5973,-2.4354,-3.9985,-4.9822,-3.0925,-3.4236,34.426
-3.8636,-1.3228,-1.611,-3.1046,-7.0666,-7.2161,-3.9924,-4.4475,-4.3522,-5.4891,93.205
-2.5781,-5.8361,-2.8781,1.3691,-2.6311,-7.9155,-3.0822,-3.1521,-6.2102,-3.5352,32.763
-4.5735,-4.4441,-6.0748,-1.8492,-1.9825,-3.8559,-5.8696,-3.1908,-4.6825,-4.5752,42.675
0.17116,-11.32,-2.3698,-2.6597,-6.9655,-2.3799,-9.4082,-4.8737,-6.1313,-4.5344,127.68
-1.1825,-7.929,-1.7538,-7.0787,-2.4888,-0.88734,-3.0611,-3.1968,-6.5148,-5.5798,64.166
-4.4177,-1.243,-4.5486,-2.6925,-0.11219,-1.2994,-5.9439,-3.5595,-8.9824,-5.7943,85.279
-10.111,-7.175,-7.6628,-1.1391,-3.1087,-7.9613,-4.3319,0.10329,-4.2707,-0.39896,2.8299
-4.5793,-6.7207,-5.2076,-4.5639,-4.9389,-8.3884,-5.6244,-2.1354,-4.323,-6.5327,58.835
-2.4124,-6.1226,-2.3711,-4.9838,-4.2455,-4.2781,-5.816,-3.6547,-7.3006,-3.3131,89.871
-7.223,-4.7219,-7.2017,-0.25303,-7.8983,-5.5397,-5.0468,-6.1668,-5.2501,-4.6085,69.191
-2.5249,-2.551,-7.4576,-3.2835,0.65505,-4.3974,-4.1251,-1.877,-8.1184,-5.5906,38.475
-0.86134,-5.9449,-2.4919,0.33943,-4.5561,-4.5818,-6.7276,-4.0019,-5.1818,-5.2201,89.742
-4.4739,-5.4649,-2.3507,-1.2021,-1.7791,-8.7234,-0.94364,0.38712,-2.474,-6.0321,2.7466
-5.3465,-3.534,-3.1043,-7.385,-7.3461,1.1255,-4.5093,-6.3832,-5.8409,-2.1419,100.8
-2.2969,-3,-7.4946,-7.8007,-3.2674,-3.4889,-8.4384,-6.9889,-5.9445,-1.192,63.661
-7.2324,-9.4993,-6.8135,-3.894,-2.7891,-5.9521,-5.5503,-2.5676,-1.6065,-2.2279,-9.0312
-3.1475,-1.6598,-5.0563,-7.3224,-2.6513,-0.53748,-4.4466,-4.582,-4.681,-6.0313,63.763
-4.8227,-7.9378,-5.1004,-6.0946,-5.9726,-3.8317,-7.4963,-3.2444,-1.2164,-5.7067,67.046
-5.9178,-5.4438,-5.2303,-3.3196,-7.7097,-6.1692,-3.2413,-1.8341,-1.8049,-4.9792,53.738
-4.8957,-2.7009,-8.1116,-2.6594,-8.5636,-10.956,-6.3615,-4.823,-2.9119,-2.4592,57.778
-5.0708,0.26357,-3.0071,-0.97241,-0.9282,-3.3659,-4.2635,-2.381,-4.8848,-4.8208,57.745
-5.2504,-5.7566,-7.9049,-5.6652,-3.9291,-5.023,-3.3641,-1.8056,-2.6056,-3.7555,13.19
-2.9547,-2.3514,-3.3207,-1.2098,2.4291,-5.8133,-3.3441,-5.3526,-2.204,-4.5994,-27.875
-3.7347,-1.9508,-4.9168,-2.3153,-6.0918,1.0551,-3.5647,-4.2935,0.065288,-2.9833,49.79
-7.5455,-6.2247,-6.0573,-8.9483,-8.6544,-2.7309,-1.0332,-2.449,-8.5549,-6.1057,94.601
-6.7743,-3.8118,-5.3791,-5.6248,-2.4557,-5.8775,-5.3768,-4.9571,-1.2982,-5.2717,11.2
-6.6041,-9.2504,-1.8487,-4.0355,-6.5324,-4.8737,-5.9839,-6.1752,-4.9844,-2.3021,68.172
-3.3868,3.009,-6.516,-5.6482,-4.6649,-4.0133,-3.652,-3.7431,-7.3257,-5.0806,93.4
-5.7048,-4.3987,-4.8471,-2.7062,-6.0897,-3.9192,-1.4949,-4.5177,-2.3815,-3.9703,25.939
-5.341,-9.0397,-4.3241,-2.5654,-8.2808,-5.8628,-5.6375,-6.0241,-5.103,-7.23,85.93
-8.5628,-6.3273,-3.2263,-6.0778,-5.277,-3.1072,-5.6384,-1.4502,-2.2003,-3.0654,62.308
-3.9468,-3.2446,-4.3464,-3.9039,-5.1788,-3.1039,-6.4111,0.82369,-2.2815,-4.2448,92.324
-5.9068,-2.4613,-5.7091,0.16042,-4.8844,-5.1662,-3.6676,-2.9618,-3.8419,-3.3479,47.568
-10.336,-5.1645,1.3437,-3.1368,-1.8249,-4.9907,-4.2413,-5.8211,0.89411,-4.5471,-0.070464
-0.90927,-7.4171,-5.308,-1.9489,-2.708,-5.7687,-4.9517,-5.0213,-4.2247,-5.6586,27.386
-7.1728,-2.9169,-6.319,-1.5261,-6.8431,-2.8424,-4.2179,-5.3164,-8.5082,-5.201,100.64
-6.8557,-5.0817,-3.2623,1.0669,-12.208,-4.3006,-2.9374,-9.1858,-4.2222,-5.3383,95.752
-5.9806,-1.7572,-1.5593,-5.9697,-5.4725,-6.3018,-2.7926,-6.0182,-3.397,-5.5367,54.236
-4.9551,-3.447,-7.0227,-7.2898,-4.5281,-5.2998,-2.5505,-3.8933,-2.884,-0.85655,5.2596
-5.6983,-2.5755,-4.8397,-6.2465,-5.1517,-6.1689,-3.5102,-7.4413,-6.5526,-2.5157,44.927
-2.4156,-11.243,-2.2932,-2.5183,-1.5142,-3.3242,-3.6807,-6.6986,-2.1811,-4.5215,-11.854
1.384,-4.2609,-6.416,-2.4718,-2.9506,-3.4833,-6.2997,-0.96907,-2.7867,-6.9979,69.085
-2.6936,-3.0528,-2.3119,-7.7767,-5.2032,-6.7383,-5.4939,0.4068,-3.0786,-3.9442,85.721
-14.412,2.4132,-9.2222,-6.5489,-4.1123,-3.1346,-5.7711,-5.888,-4.9242,-5.9505,58.483
-4.1121,0.32573,-0.99661,-2.9229,-4.4712,-4.495,-8.7411,-6.7224,0.26656,-4.3432,79.481
-5.3746,-5.4044,1.717,-5.1706,-1.1741,-5.9916,-2.6888,-6.6594,-1.6348,-6.4477,5.511
-3.6507,-2.9242,-6.3953,-7.5205,-3.7544,-7.3759,-7.4991,-5.0821,-7.9122,-5.6002,86.499
-6.418,-6.8327,-5.3666,-7.9618,-7.4066,-7.0294,-3.7688,-4.1584,-2.1779,-5.6991,43.334
-1.5387,-5.6285,-2.0694,-1.3038,-6.7581,-5.9911,-7.5539,-3.0071,1.4829,-6.6121,79.539
-0.42012,-5.548,-4.4114,-4.0155,-5.137,-8.293,-4.9415,-7.6394,-2.301,-8.7218,39.601
-6.4701,-4.9534,-7.7359,-2.8651,-4.2103,-2.7633,-3.2277,-6.7402,-4.0715,-5.7272,20.368
-2.113,2.7621,-2.0801,-7.3591,-4.9372,1.4152,-2.5537,-4.8259,-3.5086,-5.7081,96.113
-5.4075,-4.8067,-1.8856,-4.8866,-1.5364,-4.7872,-2.0149,-3.6252,-4.3822,-3.6055,13.726
-3.6375,-4.6659,-0.73654,-0.70294,-1.0683,-4.7925,-9.1573,-2.5317,-7.051,-6.927,111.57
-1.3598,-3.1666,-3.5991,-2.3257,-6.0371,-1.5567,-3.8894,-7.0009,-2.8014,-7.0213,72.286
-3.7743,-6.8345,-0.18804,-4.2219,-1.891,-8.1822,-0.96008,-2.8883,-6.5348,-7.8666,32.393
-3.3788,1.0243,-9.0007,-0.15724,-5.6133,-8.6829,-4.5092,-6.6088,-4.2456,-2.207,33.342
-3.9239,-6.9905,-10.545,-5.1873,-7.5788,-4.5735,-5.1048,-7.7069,-4.7269,-3.0387,36.234
-3.7111,-7.2076,-4.877,-3.8732,-3.1559,-8.4995,-5.9567,-5.9409,-2.2348,-5.9562,14.94
-6.3416,-4.3416,-3.5652,-4.9672,-1.2386,-4.9478,-5.4397,-5.4195,-6.3922,-5.914,47.832
-5.8544,-2.5214,0.39044,-5.1224,-5.2361,-3.0711,-5.4929,-5.2965,-9.5622,-6.9163,141.23
-3.9965,-7.0386,-4.962,-4.3297,-0.17877,-5.5498,-5.1945,-7.7729,-1.0164,-7.0144,-22.904
-6.6315,-3.5582,-2.643,-5.7126,-5.7246,-3.6099,-2.986,-7.3486,-0.18291,-6.6919,29.391
-3.8811,-1.6874,-2.5479,-3.8178,-3.3144,-3.9996,-2.7376,-1.9937,-6.2752,-4.9512,74.841
-7.1905,-2.6342,-5.7742,-2.2216,-0.88298,-1.5603,-8.5455,-7.7528,-7.2414,-4.5516,67.35
-4.3046,-0.46149,-7.8205,-2.8069,-3.3216,-4.9882,-2.5909,-7.8126,-2.2052,-0.46012,-17.941
-3.8286,-5.2953,-6.801,-6.5125,-6.0989,-0.83576,-4.044,-5.9001,-7.9612,-5.7595,86.178
-1.55,-8.3068,-4.3572,-5.051,-8.4955,-3.1684,-4.1656,-4.3217,-4.8549,-4.4104,87.097
-4.1015,-5.6452,-6.9348,-4.0905,-1.8092,-5.3594,-2.6562,-5.6875,-3.2976,-4.0793,-17.773
-4.1078,-3.9398,-3.7334,-4.0535,-13.048,-3.2896,-2.6049,-2.8229,-4.4445,-3.3908,130.61
1.9356,-1.9972,-5.5622,-6.0536,-5.4703,-1.7893,-6.8752,-2.8943,-0.76667,0.9523,67.139
-2.3382,-5.0234,-8.8285,-2.6772,0.58432,-1.9191,-5.5894,-6.6798,-3.3477,-3.3707,-14.458
-3.9574,-1.9873,-9.2889,2.0538,-1.7258,-3.2508,-6.0845,0.14052,-7.2055,-4.4782,70.954
-8.1276,-6.6722,-1.302,-2.036,-4.2545,-5.242,-6.8705,-5.0902,-2.0628,-4.2239,51.661
-6.8161,-0.43074,-3.7495,-2.2002,-7.1832,-5.9133,-3.9144,-1.6608,-4.6445,-5.2007,98.555
-7.7992,-5.0043,-7.4752,-5.2406,-4.5232,-3.9854,-10.275,-1.4844,-3.5146,-4.4676,89.63
-8.3466,-1.7777,-7.7671,-4.2377,-4.3767,-4.6121,-5.9229,-8.1006,-6.1024,-5.2592,52.653
-1.3059,-3.6982,-4.6004,-7.2378,-2.9945,-3.1513,-7.3664,-0.8639,-0.47929,0.70015,44.336
-4.3177,-10.92,-4.5108,-2.4856,-2.1413,-8.8581,-0.91495,-3.8261,-3.4157,-6.0794,-34.559
-3.0816,-2.1235,-5.039,-3.2346,-8.7598,-3.2307,1.1444,-5.3364,-6.5046,-3.7015,64.63
0.29281,-8.9392,-1.193,-3.8019,-6.6208,-1.03,-4.8277,-4.8607,-2.1704,-7.0054,84.323
-1.8838,-7.6615,-5.995,-7.4391,-5.1795,-5.5263,-7.8602,-1.7665,-1.1412,-3.787,57.803
-4.4262,-6.1995,-0.41471,-2.1322,-3.3194,-9.254,-6.7139,-5.214,-6.6617,-5.5072,75.723
-3.71,-10.34,-3.8664,-4.2539,-8.1235,0.12133,-2.3492,-0.31607,-3.0227,-5.3868,78.013
-5.4799,-0.93597,-6.5525,-9.7494,-3.9574,-5.1115,-8.046,-6.9081,-3.5039,-6.3132,67.532
-4.0358,-1.6258,-2.6846,-4.4654,-3.9696,-3.0925,-4.9849,-4.0176,-1.1574,-5.6901,58.698
0.90713,-4.9932,-5.461,0.39934,-7.544,-0.26994,-2.9751,-5.9402,-8.6594,-5.1927,109.25
-4.9405,-1.8232,-1.625,-0.96312,-2.5461,-4.1721,-7.5463,-9.1766,-3.092,-5.3768,59.173
0.23594,-5.3633,-2.3811,-2.7277,-4.6688,-4.24,-4.8404,-7.4298,0.45501,0.54742,8.2521
-12.604,-3.7364,-8.426,-2.5955,-0.12757,-4.6322,-3.151,-6.1609,-8.9873,-6.7229,7.7234
-0.41233,-5.1914,-4.8441,-4.5863,-3.2971,-3.3902,-2.4192,-3.1631,-3.4199,-2.78,21.038
-1.2899,-8.0779,-4.0807,-3.7142,-0.18856,-7.0459,-4.794,-3.542,-6.5839,-9.6389,36.387
-5.5188,-11.129,-5.7221,-7.1072,-5.3035,-1.2781,-1.1482,-7.5947,-0.82718,-5.1411,-21.627
-3.8129,-5.3562,-2.9177,-3.3989,-4.1111,-4.2735,-2.0962,-1.8249,-5.633,-2.4819,47.015
-6.8457,-6.0339,-1.5728,-2.3801,-4.3674,-3.2134,-0.37088,-2.8788,-5.5117,-4.7195,42.397
-7.0008,-2.8318,-3.3554,-5.1441,-1.0744,0.10279,-5.422,-6.1059,-2.4655,-6.6255,39.014
-2.9134,-4.1688,-7.3214,-1.8625,-2.0227,-1.6946,-2.7711,-5.5105,-7.2036,-4.4432,30.058
-4.5761,-5.4532,-0.53585,-5.5492,-4.5403,-6.6567,-8.497,-2.752,-8.0786,-9.4762,145.09
-3.5403,-6.5386,-1.3158,-4.0597,-6.6763,-8.5903,-6.1262,-6.1022,-0.015344,-1.0738,35.947
-7.1076,-2.9222,-6.1489,-4.9771,-6.4339,-5.6236,2.1082,-6.2464,-2.6428,0.66881,-28.516
-4.4984,-7.3443,-5.3648,-2.8029,-2.7395,-0.71314,-7.628,-3.6411,2.1612,-4.2334,18.355
-5.3724,-2.8382,-4.5386,-0.87036,-10.515,-7.2375,-5.25,-0.20261,-6.5699,-1.1486,134.29
-0.678,-2.5693,-4.1778,-7.6452,-2.7214,-0.84365,-5.6743,-3.6435,-2.2822,-3.8187,56.085
0.36792,-4.4425,1.8953,-5.0616,-2.293,-3.6237,-6.4077,-3.1493,-4.1831,-3.3575,86.255
-2.8494,-3.2416,-3.8556,-2.7959,-4.8526,-2.4,0.0058342,-5.5937,-2.8001,-2.1589,11.777
-5.3045,-4.5531,-7.694,-4.9319,-6.5298,-5.5309,-4.3329,-3.5734,-5.4835,-2.4492,57.275
-4.2003,-4.8948,-6.4633,-8.3769,-1.7042,-1.5157,-1.8335,-5.8183,-7.3699,-0.82907,7.3623
-4.0486,-0.5066,-7.5962,-4.7185,-6.4034,-5.4339,-5.1338,-1.7217,-5.2431,-5.5285,94.56
-2.5974,-11.096,-7.2089,-0.51283,-3.5976,-4.6974,-2.2099,-3.5692,-5.9919,-5.0312,10.174
-5.7736,-0.73542,-9.1399,-1.5844,-7.4005,-6.2243,-0.89749,-5.3559,-7.5798,-9.2926,70.547
-2.5623,-4.1136,-5.0865,-9.7929,-3.7558,-1.2449,-6.1226,-1.2872,-6.6866,-2.7998,95.773
-6.8368,-5.5491,-0.22707,-5.52,-5.7951,-6.8458,-5.0231,-4.3869,-4.4692,-5.3579,78.502
0.71131,-6.3984,-5.9833,-4.1657,-10.337,-5.4735,-8.5423,-6.0422,-2.0622,-2.4485,101.2
0.44967,-2.3293,-6.5742,-5.0787,-5.1135,-3.1263,-9.6514,0.059709,-6.4295,-4.032,141.52
-5.6915,-9.9685,-4.0054,-4.7466,-3.5084,-4.1193,-4.9474,-3.0917,-8.4218,-4.1719,62.967
-1.0393,-3.6544,-1.9338,-2.2561,-2.8695,-3.0042,-5.4794,-4.8459,-4.5316,-1.6551,59.133
-2.3186,-5.1258,-0.80734,-3.4426,-3.4691,-2.0999,-3.6547,-0.94807,-2.8244,-3.8135,62.344
-12.216,-2.2923,-4.728,-6.5984,-8.3368,0.50571,-7.1044,-1.3099,-3.2227,-4.6886,130.88
-7.1874,-6.1469,-1.5464,-3.0561,-2.8723,-7.1329,-4.9914,-6.4876,-3.2784,-5.3214,25.413
-6.5554,-6.9552,-10.515,-5.1592,-4.2672,-3.5034,-3.9661,-1.7686,-8.8516,-5.6063,56.468
-4.6001,-4.2977,-6.2927,-5.395,-1.1968,-6.1448,-4.3369,-6.8895,-5.2526,-6.5662,11.716
-3.2419,-4.0396,-8.9265,-3.9072,-3.3818,-2.3087,-5.7095,-3.0668,-4.3626,-3.3653,45.608
-6.2527,1.6325,-4.766,-9.5329,-4.8012,-4.9489,-3.1897,-7.682,-1.8657,-10.458,50.91
0.97222,-5.3008,-3.1418,-4.4232,-2.5916,-3.9144,-3.6943,-5.6994,-2.4874,-3.4565,19.546
-5.4354,-3.2242,-7.6039,-1.6983,-6.2696,-4.9875,-7.7202,-6.5111,-4.2672,-1.815,67.49
-7.1016,-3.8299,-5.8356,-5.4593,-5.1309,-2.5378,-5.4108,-4.6603,-4.9459,-5.3885,73.448
-4.8993,-4.6448,-6.269,-3.5624,-3.4389,-6.0343,-2.8711,-2.9042,-3.2093,-2.981,10.29
-3.8755,-0.50761,-5.8526,-6.7468,-6.8716,-3.8603,-0.6096,-7.4806,-5.1071,-3.6433,43.378
-6.2065,-0.34134,-5.2998,-7.1353,-7.3987,-2.2685,-2.5542,-4.2304,-5.0896,-0.26516,71.786
-3.4261,-5.8878,-5.1456,-3.211,-6.818,-9.1757,-4.3281,-4.4197,-6.7725,-3.3253,64.532
-7.78,-6.9677,-3.8722,-2.5029,-1.2865,-6.0858,-0.047661,-5.743,-4.6029,-3.3603,-35.321
-4.6338,-7.4388,-11.058,-0.72416,-6.0675,-4.2953,-5.5357,1.4646,-2.2015,-2.5174,40.398
-5.8188,-2.5396,-3.0403,-0.77256,-4.9764,-6.3778,-5.7656,-5.6956,-1.0013,-4.4099,46.643
-7.0808,-0.89075,-8.0995,-3.7665,-2.5027,-6.5741,-5.0808,-4.4818,-9.3863,-9.3898,76.155
-2.0174,-11.466,-5.78,-0.63791,-3.9281,-3.7914,-2.8928,-5.0547,-1.8978,-2.1315,-18.525
-5.6798,-1.9117,-5.9874,-1.1016,-3.0949,-3.0843,-5.6006,-4.8712,-4.8169,-2.7811,49.386
-5.4725,-1.2091,-4.4367,-2.4374,-2.1219,-3.6071,-4.1175,-3.687,-4.3819,-1.2585,33.342
-5.4601,-0.38781,-5.2965,-8.4636,-5.0816,-0.39751,-1.7855,-6.6442,-3.0472,-4.2347,40.308
-6.6578,-1.1734,-1.1848,-8.6555,-5.8592,-4.4973,-5.389,-6.2897,-4.5407,-8.9479,105.41
-6.4241,-3.3149,-8.4242,1.9796,-3.1497,-4.5629,-4.8282,-2.3403,-5.4645,1.1281,24.643
-7.5747,-4.9425,-10.102,-7.2772,-6.2156,-5.9623,-5.7755,-3.935,-4.6363,-3.6522,45.568
-2.1993,1.685,-7.9829,-8.1345,-6.2955,-1.3144,-2.65,-0.72346,-3.5217,-3.4465,78.629
-5.8078,-2.5801,-2.5618,-2.0921,-1.4479,-3.7266,-6.3362,-3.938,-6.6642,-5.9726,80.118
-1.716,-4.0966,-8.2627,-7.6481,-3.1807,-3.1092,-7.3049,-6.9446,-3.8764,-4.3896,43.472
-3.8767,-9.7356,-4.2151,-2.1974,-7.5767,-1.3014,-6.7638,-1.8604,-3.1202,-3.8379,96.164
-1.0801,-9.2258,-1.8804,-4.6964,-3.9166,-2.9837,-2.8848,0.83747,-6.0561,-4.1433,71.968
-5.976,-6.2565,-2.9788,-3.4005,-5.8107,-1.3626,-1.1855,-4.5655,-5.8987,-8.2494,68.813
-4.3502,-1.2197,-6.2242,-4.0899,4.2969,-5.9842,-4.0224,-1.9338,-5.5755,-2.5369,-22.256
-5.0377,-5.1002,-7.0151,-6.1112,-9.4772,-6.8037,-0.27557,-2.0243,-4.0255,-8.5221,64.662
-5.1222,-3.7494,-2.0232,-6.6258,-1.1571,-3.9336,-7.4692,-3.3549,-4.8042,-4.6253,69.085
-5.4249,-4.86,-11.397,-3.6819,-11.683,-5.3696,-6.1992,0.57204,-6.739,-5.1439,137.93
-6.1103,1.6175,-3.3068,-4.689,-3.8336,2.3889,-7.4723,-2.9129,-1.9191,-3.452,105.68
-1.6834,-12.834,-5.9974,-1.4073,-2.4548,-3.7836,-3.7251,-3.6174,-6.3361,-1.4992,6.8891
-6.2465,-6.601,-3.4162,-3.3687,-2.3894,-8.8103,-1.9776,-6.1843,-5.5656,-4.3766,-4.2867
-3.5319,-2.5525,-5.4711,-3.7134,-5.4871,-2.2939,-9.5003,-6.3097,-6.4954,-5.5679,125.07
-6.7404,-1.462,-5.5052,-6.443,-0.45163,-3.7648,-6.8044,-6.0988,-3.3439,-6.0499,31.795
-2.2018,-7.0172,-1.4447,-3.8718,-5.9974,-6.3206,-1.3488,-8.2108,-6.3626,-8.5887,54.438
-5.4808,-6.6505,-2.5917,2.1834,0.34586,-8.6296,-1.1918,-3.9245,-4.876,-4.2979,-27.886
-4.6323,-0.81458,-4.1936,-3.8846,-1.4108,-4.3779,-1.6425,-6.4634,-6.5823,-4.9141,22.567
-3.2208,-1.3513,-6.361,-4.5456,-8.8425,-4.6741,-1.9818,-3.3448,-5.0138,-2.3529,78.565
-3.6787,-3.2216,-4.9334,-7.3068,-5.5846,0.97039,-5.2878,-2.8285,-3.976,-1.9671,87.068
1.2833,-2.4983,-0.56244,-6.5219,0.46369,-7.3555,-2.9781,-2.8944,-3.6347,-5.2566,19.582
0.1162,-1.811,-4.4687,-5.5612,-3.5065,-6.0949,-4.5349,-2.1894,-5.5177,-6.9709,81.247
-6.2154,-3.6669,-3.8412,-3.4788,-4.5289,-5.8573,-4.2161,-1.4135,-5.4737,-5.372,75.154
-7.4906,-6.0095,-4.4484,-3.05,-7.0099,-12.841,-6.9436,-8.4716,-9.1524,-4.2135,78.958
-1.6396,-6.5507,-4.0842,0.0030872,-8.0119,-3.4963,-4.1424,-3.0787,1.3041,1.3908,32.624
-1.8947,-4.5918,-1.799,-2.9724,-3.5413,-6.2013,-4.1832,-4.2721,-5.2475,-6.3946,63.923
-3.7252,-5.1536,-3.9646,-2.6242,0.33312,-6.7709,-3.2438,3.182,-0.86944,-2.2041,-7.7884
-3.3,0.91813,-3.4731,-7.4206,-7.6539,-3.9191,-3.9199,-6.2935,-2.5083,-2.4701,78.291
-3.9695,-4.0527,-4.5258,-4.3866,-4.0065,-7.4039,-3.5246,-5.8731,-6.7362,-5.9259,49.215
-3.0869,2.3579,-4.2583,-3.6021,-6.8048,-6.3763,-4.8894,-7.9745,-2.6045,-0.040734,57.74
-6.1442,-4.2568,-5.4691,-0.6643,-3.9464,-6.035,-8.0884,-8.068,-4.7627,-5.031,56.589
-3.1505,-2.6663,-10.068,-3.9147,-2.7337,-5.1443,-3.4496,-6.5819,-4.5163,-4.8276,2.3556
-4.5569,-3.3406,-4.7039,-0.29086,-2.4442,-5.6399,-9.6802,-6.2744,-5.5482,-4.6735,77.785
-7.504,-0.87383,-3.1182,-6.6095,-3.1435,-0.14742,-2.2942,-6.7759,-5.066,0.18183,32.163
-0.81666,-5.6173,-6.2439,-9.1396,-3.7202,-0.59454,-3.3787,-1.6409,-4.1431,-4.2913,50.973
-1.8021,0.1931,-3.5899,-3.4214,-2.5559,-4.5791,-3.9528,-6.332,-5.3426,-4.0877,52.768
0.33101,-5.6304,-1.5079,-2.8295,-6.2336,-5.9687,-3.1121,-0.98105,-8.3218,-7.5549,120.88
-3.2551,-4.6655,-1.589,-5.38,-4.9314,-4.4043,-6.8286,-5.5131,-5.5695,-6.3257,102.45
-1.5955,-6.392,-9.0948,-1.7458,-5.6996,-7.2139,-6.2359,-2.8928,-6.8483,-8.912,84.755
-4.0238,-5.0618,-3.6769,-0.45895,-4.7125,-5.0486,-5.1595,-2.9162,-3.8443,-11.661,87.407
-2.9044,-4.6825,-4.5362,-4.0016,-4.2572,-5.959,-3.2713,-2.15,-8.1,-5.1086,74.043
-2.4027,-7.1422,-2.965,-4.4752,0.50087,-2.0773,-7.5659,-2.6242,-4.6836,-1.967,41.965
-5.5903,-3.0488,-6.3894,-3.7566,-7.4464,-1.6286,-6.1321,-6.9317,-4.211,-7.0233,94.768
-6.8821,-5.9829,-8.7716,-2.8658,-3.6121,-6.3836,-3.5324,-3.3376,-6.1479,-3.7269,18.228
-6.7393,-1.803,-4.7815,-5.0461,-5.3958,-5.7575,-7.2526,-4.1794,-1.2824,-4.0514,63.171
-5.9836,-2.6921,-5.9728,-2.8519,-4.5564,-2.8136,-2.8828,-7.4679,-8.7412,-5.0251,63.081
-6.0837,-6.2261,-5.3895,-4.6808,-1.4235,-6.5401,-5.9867,-8.021,-3.7289,-5.6558,3.115
-5.5573,-7.7567,-6.2002,-8.8023,-2.3288,-2.3445,-5.3333,-7.4846,-4.5215,-1.2184,3.8219
-4.0807,-10.118,-4.5601,-2.754,-1.4349,-1.9869,-4.7459,-2.5141,-7.8399,-8.316,59.62
-3.1543,1.6453,-8.4215,-2.1271,-4.3909,-2.9976,-6.5567,-5.0106,-5.3728,-6.7298,91.654
-0.9273,-4.9259,-4.0565,-6.4374,-9.6215,-3.2976,-0.72285,-6.4753,-1.2424,-6.3183,55.401
2.5349,-0.69097,-0.44204,-3.3839,-5.36,-5.5812,-8.2865,-5.1303,-9.2582,-4.4214,159.77
-6.2226,-3.1415,-7.9929,-4.4917,-6.0728,-6.7164,-8.9276,-5.3306,-3.3811,-2.4264,66.812
-2.5749,-9.3097,-3.0111,-7.8935,-5.7388,-3.0986,-1.3084,-2.9478,-4.9552,-2.0028,37.891
-1.4504,-4.6986,-7.2264,-3.8977,-5.4865,-4.8848,-5.9566,-4.6331,-4.3862,-5.3683,65.579
-3.1393,-4.907,-4.8435,-8.396,-4.7645,-1.9729,-5.527,-5.1006,-5.805,-9.6807,95.341
-6.8423,-3.3828,-0.38265,-6.7547,-3.2153,-5.5646,-7.1112,-2.7212,-5.1936,-5.0296,94.137
-5.1739,-3.5414,-8.5857,-2.3906,-7.4065,-4.0671,-12.568,-3.2331,-7.0519,-2.0267,150.6
0.88785,-1.5535,-1.7962,-4.6492,-1.3255,-6.2824,-4.66,-4.1551,-7.0767,-8.8125,83.426
-5.8195,-6.5567,-8.8769,-3.7653,-3.4368,-8.5044,-1.094,-7.6131,-1.0944,-7.6202,-52.703
-1.4021,-3.8052,-7.1083,-2.8197,-3.1475,-9.2646,-5.1433,-4.8301,-7.4191,-4.6749,45.785
-1.9748,0.14138,-5.3777,-4.4929,-2.4859,-6.1715,-2.7761,-3.8507,-7.1951,-6.5678,57.605
-6.352,-6.4176,-4.8175,-6.7568,-0.93718,-4.2336,-4.5165,-0.64563,-6.0667,-5.7095,41.883
-7.0503,-6.8405,-7.4117,-4.3409,-1.7331,-5.5548,-6.0826,-2.5484,-5.2343,-2.9719,21.934
