x1,x2,x3,x4,x5,x6,x7,x8,class
12.593,9.7234,12.957,10.03,13.508,1.6159,13.874,13.071,6
-17.685,-13.829,-11.07,-13.502,-14.661,-12.752,-18.32,-12.635,7
9.3809,11.569,9.2563,8.8508,8.8213,8.8668,8.514,8.9563,6
-15.718,-13.481,-11.523,-12.772,-11.454,-10.681,-14.27,-16.05,7
6.976,9.2229,10.242,8.4421,12.134,11.175,7.3988,8.1211,6
-29.518,-9.2839,-40.338,-18.43,-32.38,-18.208,-30.254,-54.756,2
-34.17,-38.657,-21.974,-35.963,-33.432,-33.393,-29.614,-30.769,2
-11.329,-15.108,-19.759,-5.8248,-0.16293,-12.783,-12.345,-8.2527,2
-10.658,-16.423,-13.386,-16.165,-12.298,-14.047,-15.237,-14.974,7
-15.774,-18.117,-7.4147,-3.6475,-13.285,-6.4059,-10.65,-18.017,7
4.1825,5.081,-0.39548,4.7877,4.3626,2.4985,3.6541,0.39866,5
58.021,57.472,53.079,59.059,41.315,51.561,49.728,52.134,1
36.226,33.235,39.385,39.128,36.76,37.763,43.595,32.558,8
-4.5883,-0.65977,-6.0019,0.77457,-2.4203,0.90826,-9.117,-6.2248,5
37.95,33.674,35.981,36.002,40.982,33.681,36.5,35.256,8
-57.858,-59.873,-52.704,-56.737,-55.665,-50.223,-54.013,-54.228,3
10.182,6.0602,10.958,10.584,9.267,8.7062,9.8624,8.921,6
51.335,40.156,38.834,32.085,32.307,30.568,41.951,32.734,8
13.621,14.944,13.086,13.173,13.921,13.17,9.3306,12.909,6
45.201,79.712,65.608,58.196,47.927,76.306,67.241,89.799,1
34.641,37.91,38.606,37.454,40.908,40.071,33.464,38.26,4
4.0642,0.92249,4.0687,-0.41659,1.5587,2.5759,1.0701,-0.24455,5
-5.1584,-2.4211,-7.09,-0.81581,-3.2943,-8.7731,-2.2199,-3.8044,5
-12.119,-9.8058,-16.638,-13.69,-17.94,-4.7355,-19.979,-12.309,7
-38.302,-41.217,-40.817,-38.797,-37.497,-38.291,-39.45,-40.966,3
-19.876,-10.169,-10.153,-9.7609,-14.106,-12.599,-12.832,-14.012,7
3.5012,-19.42,-12.093,-6.3999,8.8841,-3.6684,2.1111,8.2461,2
44.464,46.239,45.598,41.142,49.275,49.09,46.626,43.753,1
-14.767,-20.631,0.28737,-11.81,-6.5704,-3.6817,-8.3168,-0.86987,2
-13.651,-14.023,-14.733,-9.6204,-13.983,-15.111,-14.508,-13.193,7
15.303,13.993,17.057,7.0593,12.21,11.403,9.5102,10.469,6
-56.76,-18.764,-33.697,-34.956,-43.361,-35.552,-12.982,-57.333,2
64.689,66.702,83.804,110.37,67.433,62.374,66.576,53.593,1
-11.44,-15.635,-11.413,-15.042,-13.836,-12.864,-18.728,-8.1251,7
36.4,36.822,31.077,35.254,31.196,38.214,30.359,37.983,8
-49.583,-45.768,-45.931,-44.372,-41.326,-43.133,-44.009,-43.145,3
0.45572,1.553,-0.78911,-1.0016,2.0966,3.9054,2.5668,0.70322,5
34.143,38.94,42.925,36.802,43.653,38.109,32.691,43.935,8
33.842,26.45,31.229,31.958,34.392,30.744,28.417,36.916,4
8.0687,9.667,12.314,7.5313,8.2546,9.0919,11.942,12.416,6
3.5661,1.8246,3.1794,1.8825,3.276,3.5808,2.9403,3.9706,5
-23.231,-42.618,-15.108,-33.824,-45.768,-39.978,-32.918,-58.134,2
14.656,15.497,12.116,12.541,10.371,10.314,11.559,11.602,6
2.3603,2.5316,-1.7107,2.1093,2.2773,3.1671,4.4272,1.4744,5
-8.1313,-40.015,-51.191,-31.955,-17.329,-37.527,-37.777,-19.365,2
-4.3184,2.9268,-16,3.9067,-6.157,-18.186,-0.41203,-6.3524,2
-13.89,-20.651,-5.6075,-9.5101,-12.79,-5.8972,-5.5449,-10.719,7
-40.278,-40.424,-40.331,-41.737,-39.532,-41.219,-40.317,-38.949,3
12.661,16.982,14.493,12.629,6.7746,11.365,7.0796,8.0302,6
-50.77,-53.255,-50.843,-58.706,-59.984,-48.804,-56.512,-56.194,3
43.579,29.173,37.14,33.302,31.879,32.101,36.943,26.808,8
63.913,57.248,67.033,60.703,62.245,62.374,61.849,57.138,1
45.801,37.003,33.914,39.731,33.505,41.648,38.682,43.005,8
-30.318,-38.279,-10.774,-37.617,-37.612,-14.064,-31.358,-34.519,2
10.478,6.6039,9.162,12.894,14.174,7.5061,13.347,5.5517,6
-13.174,-6.9972,-10.289,-14.386,-12.112,-10.686,-12.3,-9.9221,7
-53.144,-57.883,-55.979,-56.826,-58.246,-52.647,-48.176,-46.702,3
-17.149,-8.1756,-27.653,-19.214,-6.0493,1.9338,-3.6718,2.2881,2
3.2832,-0.14027,4.6607,4.9809,2.4024,-2.0837,-1.4824,2.2255,5
-53.615,-52.268,-57.573,-48.292,-53.835,-49.709,-56.956,-53.543,3
8.0752,8.9975,12.264,13.805,20.076,15.113,18.518,16.017,6
-54.001,-55.992,-56.656,-53.136,-53.793,-54.098,-58.119,-58.755,3
-39.149,-38.971,-41.818,-41.792,-40.825,-39.282,-40.447,-37.782,3
15.408,8.7124,11.158,16.335,6.9642,16.427,12.676,13.98,6
35.795,35.549,45.613,37.764,44.335,34.824,38.122,44.691,8
37.725,48.501,39.475,39.054,38.478,37.694,41.182,49.558,8
-56.93,-54.352,-59.202,-50.597,-61.348,-52.797,-60.895,-56.386,3
37.324,41.552,27.64,31.593,31.898,30.695,30.564,31.286,4
63.252,53.209,69.431,74.297,53.976,47.995,62.905,59.787,1
-15.643,-5.1508,-7.3192,-8.3217,-15.866,-13.041,-12.052,-11,7
3.6104,0.75509,1.1094,2.4151,6.492,4.4645,0.52971,4.0114,5
-7.9814,-17.581,-6.2392,-19.202,-15.561,-10.31,-10.069,-17.608,7
41.123,36.71,38.258,30.34,39.588,35.75,40.019,48.01,8
-17.472,-21.391,6.7527,-34.564,-51.221,-45.484,-36.927,-24.05,2
41.653,37.465,47.902,41.231,47.019,43.636,34.172,44.052,8
36.178,37.733,35.056,43.43,36.928,38.484,31.926,27.653,8
35.374,38.084,38.295,32.353,23.072,31.985,37.894,36.743,8
-7.6093,-7.1417,-22.112,-15.756,-19.749,-27.157,-2.1267,-9.7171,2
-6.0619,-7.4952,-13.553,-12.53,-12.203,-10.165,-13.555,-9.1103,7
8.0184,9.4245,11.066,11.452,11.336,10.467,11.681,9.6326,6
73.271,66.71,78.826,64.033,79.25,30.105,82.561,71.386,1
-40.724,-39.082,-32.686,-46.941,-40.3,-49.574,-42.929,-60.811,2
53.702,64.159,54.928,62.026,69.636,67.001,55.387,57.885,1
31.15,25.814,33.54,31.975,35.055,39.652,33.169,32.683,4
9.6688,19.119,10.136,5.5663,10.938,11.93,17.397,10.147,6
0.67055,1.2941,4.6628,-0.80005,4.4484,4.3577,4.262,1.6253,5
41.032,51.292,60.559,78.706,46.237,71.786,63.392,76.271,1
42.977,51.12,42.066,40.714,37.302,33.233,33.687,23.542,8
39.44,38.814,53.125,46.994,48.146,59.826,46.293,49.832,1
-14.632,-15.322,-13.618,-14.864,-12.384,-9.6469,-18.616,-14.551,7
-10.422,-16.139,-12.723,-13.984,-12.841,-14.967,-13.279,-15.231,7
4.0225,3.6518,5.279,2.3046,3.6589,3.5921,5.0279,3.2532,5
55.029,57.359,62.081,55.068,52.646,53.343,61.616,59.982,1
-1.2188,-10.718,-13.127,-16.575,-11.635,-13.347,-12.944,-8.2416,7
36.196,36.752,37.345,35.952,38.032,35.397,38.188,33.781,8
-27.006,-19.685,-20.564,-30.53,-15.868,-33.952,-25.658,-25.786,2
-31.83,-33.566,-50.41,-32.402,-34.374,-22.97,-38.214,-25.904,2
-20.944,-17.628,-8.7932,-2.7009,-16.387,0.22254,-9.8053,-8.9721,7
32.166,37.331,38.132,34.506,40.536,39.562,48.756,29.518,8
-49.64,-22.936,-20.155,-37.018,-36.074,-15.081,-42.215,-35.816,2
-54.395,-53.662,-59.193,-56.368,-58.126,-55.113,-59.849,-59.706,3
-7.0087,-14.966,-11.826,-12.875,-6.4672,-16.597,-11.06,-8.334,7
1.8127,-1.5631,4.7602,0.48375,1.9183,-2.7005,0.01727,0.84192,5
39.733,43.383,36.091,50.825,43.189,35.159,43.64,43.101,8
41.768,28.942,47.741,39.909,38.787,38.908,42.531,29.734,8
31.761,27.582,37.578,31.393,39.669,38.88,40.571,36.362,4
-39.22,-38.209,-39.709,-37.102,-40.171,-41.899,-38.391,-40.318,3
-2.376,-4.7329,-6.2547,-9.766,-5.4361,-13.437,-4.118,-0.9722,5
-3.1816,-9.4814,-11.463,-7.8096,-7.7481,-4.8943,-6.51,-6.762,5
11.845,9.3071,18.415,6.9512,14.113,8.8844,12.809,14.641,6
-61.082,-54.247,-54.105,-50.772,-56.29,-56.329,-55.983,-52.546,3
43.03,41.08,43.241,46.872,46.608,43.051,43.648,50.216,1
46.029,48.189,66.621,53.377,55.954,65.449,56.245,62.263,1
-5.2418,0.11073,-11.824,-6.6904,-4.0251,-11.643,-15.32,-10.34,7
26.965,34.764,23.766,32.625,28.32,38.204,28.725,31.195,4
6.7177,8.3528,9.2606,14.325,12.28,8.5793,15.519,21.487,6
43.13,35.2,56.765,35.037,30.551,44.022,38.55,36.117,8
10.422,8.5956,10.381,10.227,13.909,10.159,11.99,13.289,6
-4.1192,-0.6365,-9.9765,-4.378,-3.4458,-6.3684,-8.7981,-2.4311,5
-48.279,-51.959,-51.73,-54.638,-57.199,-55.246,-53.982,-55.993,3
-54.053,-52.574,-54.896,-52.576,-59.002,-55.81,-57.23,-51.46,3
9.9951,9.6714,10.384,7.5009,11.237,8.7797,9.8559,9.6724,6
0.76164,1.6401,1.2258,2.9067,-0.98017,0.97829,0.66416,-1.3087,5
-11.76,-5.3817,-0.27007,-4.1218,11.405,-8.2117,-9.0291,-1.0298,2
54.458,45.561,40.071,54.11,45.938,40.994,41.106,47.225,1
-47.22,-50.41,-56.19,-63.286,-55.227,-53.91,-62.125,-58.692,3
26.94,26.503,25.281,33.224,37.251,31.67,29.109,31.626,4
51.525,57.726,59.467,64.104,74.284,60.075,52.956,57.291,1
45.061,35.59,43.735,36.97,50.499,39.808,42.1,41.85,8
-28.037,-19.964,-37.451,-16.725,-14.653,-31.456,-38.688,-20.701,2
-3.8715,3.0191,2.5344,1.4281,1.5825,0.81881,1.9274,-0.3006,5
44.887,32.427,33.851,36.328,41.117,45.932,32.468,38.336,8
34.775,38.23,37.149,36.328,35.309,37.632,32.026,31.221,8
-2.2631,-2.9256,0.95727,-3.0614,-9.7589,-9.3033,-13.627,-12.863,2
-57.806,-54.105,-49.816,-53.813,-54.621,-54.001,-49.354,-55.012,3
41.002,34.765,31.588,40.64,40.389,35.298,37.84,45.155,4
4.5665,-6.9786,-0.81911,2.366,-11.641,-7.5526,-2.4792,-14.593,2
49.345,39.156,55.533,54.034,49.44,48.334,47.964,50.286,1
9.6356,12.515,7.4004,9.6004,14.255,13.633,14.487,12.581,6
-15.02,-12.52,-9.398,-14.02,-10.616,-8.6678,-16.77,-15.092,7
36.454,35.832,33.432,39.441,41.341,40.299,35.131,41.356,4
6.4053,1.2823,3.962,0.12526,6.6267,2.0472,6.7144,6.884,5
57.939,61.635,61.751,60.246,45.945,66.362,61.878,60.084,1
7.261,15.291,9.7969,13.56,14.951,15.595,13.108,15.738,6
34.187,39.054,36.904,39.289,39.703,36.514,38.939,38.718,8
-9.7083,2.6726,-0.45735,-2.8328,-3.4902,0.092842,-6.6958,-9.4769,5
27.8,29.243,33.496,29.316,29.717,28.056,35.683,32.815,4
-58.68,-53.797,-57.413,-57.928,-56.819,-58.85,-52.993,-60,3
48.246,47.453,48.263,44.497,39.807,44.919,48.37,46.258,1
13.025,11.014,11.756,14.698,11.907,15.748,16.637,13.111,6
-10.564,-8.3434,-7.1852,-14.091,-14.144,-15.136,-6.2368,-16.201,7
35.857,43.75,34.863,38.054,37.834,36.847,34.592,36.661,8
-14.829,-11.513,-16.719,-12.343,-12.958,-18.254,-20.448,-13.455,7
38.07,38.031,38.09,37.934,39.044,37.403,34.227,36.728,8
4.8366,-7.8251,-9.8235,-12.462,-2.9684,-7.2884,-18.762,3.9372,2
10.724,13.218,11.41,8.9211,11.258,9.8771,8.5112,10.484,6
-43.913,-43.442,-21.867,-32.161,-42.913,-44.297,-27.618,-47.966,2
17.943,20.711,12.839,9.8443,11.017,14.312,17.428,7.4206,6
-15.163,-3.3487,-10.723,-9.3792,-18.213,-7.9568,-11.372,-10.631,7
32.522,39.349,43.974,34.24,29.087,40.064,32.73,24.899,8
12.515,12.36,8.8309,10.53,13.255,12.225,16.386,10.348,6
38.661,37.845,36.601,37.753,36.739,36.435,40.504,34.933,8
41.771,39.104,43.891,29.896,40.171,35.458,44.381,35.622,8
-11.714,-4.3175,-9.4681,-14.058,-5.7783,-10.091,-9.928,-13.503,7
61.844,50.58,56.701,53.369,57.999,54.135,59.21,52.586,1
29.952,36.953,41.46,41.233,47.116,41.176,44.61,45.916,8
-18.584,-10.253,-15.019,-11.601,-12.385,-14.425,-13.661,-15.481,7
57.57,62.97,57.25,58.172,55.638,69.243,50.58,63.102,1
-42.036,-44.987,-46.401,-45.158,-44.807,-43.94,-43.785,-39.879,3
2.1288,4.2801,-0.20605,4.0027,2.0138,0.44126,-0.41647,1.4047,5
2.2609,0.39908,-0.23001,4.4345,2.4411,4.509,-0.3689,-0.14288,5
1.0574,4.6028,3.3642,3.3521,0.26154,3.2656,2.3026,3.5803,5
-42.233,-43.484,-45.65,-42.397,-39.081,-43.223,-43.992,-47.153,3
-54.333,-59.603,-57.197,-57.873,-57.941,-56.606,-54.96,-60.082,3
-14.967,-12.484,-12.538,-11.632,-10.688,-13.839,-9.399,-11.655,7
32.446,35.347,42.316,37.737,28.99,33.217,25.111,34.795,4
68.238,49.529,81.448,59.226,85.607,77.732,58.985,71.979,1
39.817,21.495,24.287,33.844,36.921,31.22,30.109,27.031,4
-41.512,-41.832,-40.628,-43.597,-37.566,-39.595,-40.538,-40.613,3
-41.937,-42.342,-39.318,-39.223,-43.42,-40.962,-42.161,-43.128,3
7.5902,9.7752,10.089,10.323,8.0883,11.705,8.7388,9.6806,6
45.363,46.24,50.005,44.576,44.45,48.916,45.91,43.952,1
29.121,28.429,32.107,36.494,29.202,41.456,42.425,41.555,8
45.211,52.249,44.285,50.343,44.786,41.34,43.444,46.941,1
-43.498,-45.946,-43.438,-49.538,-45.668,-51.844,-47.206,-42.367,3
-47.681,-40.71,-45.31,-43.732,-49.076,-41.811,-46.94,-46.617,3
52.797,64.92,60.21,61.764,62.375,50.262,58.133,70.994,1
33.546,38.225,38.077,36.2,36.68,32.154,35.906,45.44,4
-16.847,-21.588,-4.4009,-17.99,-9.2122,-9.9766,-19.611,-15.719,7
52.739,41.532,41.512,47.756,44.296,36.043,34.864,46.207,1
10.835,10.765,15.228,9.8636,14.729,9.3223,14.37,11.157,6
4.0381,2.0603,0.77679,2.1414,4.3313,2.7182,4.1657,3.3832,5
9.1233,11.621,11.613,11.501,16.623,9.8124,10.272,13.12,6
-7.7767,-4.0928,-11.436,-16.032,-4.6401,5.9589,-4.4742,-14.14,7
13.04,9.0409,9.6582,8.1959,12.574,15.72,12.488,12.712,6
7.5639,12.098,13.097,8.4051,12.06,10.737,8.008,9.0666,6
7.6745,8.2538,9.674,11.319,11.081,10.553,8.6286,7.0666,6
-22.037,-36.236,-15.633,-22.315,-39.208,-21.549,-25.516,-8.1312,2
71.888,62.657,55.538,58.73,53.097,85.987,61.515,77.579,1
-11.521,-9.4333,-12.479,-18.676,-9.4119,-6.4691,-17.486,-15.793,7
10.009,13.856,4.6793,12.359,13.453,14.665,13.528,10.946,6
11.119,17.537,10.184,16.609,18.859,14.942,12.493,11.363,6
-7.038,-24.548,-16.651,-22.673,-48.425,-46.007,-53.941,-24.895,2
-12.606,-15.957,-9.7378,-8.7476,-7.0751,-16.435,-22.314,-12.291,7
-56.617,-52.136,-57.929,-55.958,-52.002,-53.398,-59.401,-52.081,3
17.265,15.532,8.821,9.9596,15.191,13.416,14.933,7.6302,6
66.063,67.9,62.378,65.498,55.815,65.017,78.032,70.217,1
4.0826,0.42216,5.5122,2.1002,-0.053087,1.5655,-0.025986,-0.92419,5
-8.6653,-0.28422,-1.5889,-6.336,-8.1251,-18.865,-9.7849,-3.9442,2
-21.167,-43.814,-28.221,-44.675,-28.361,-42.76,-53.462,-36.835,2
41.667,39.371,41.023,43.178,42.901,47.776,44.711,44.944,1
4.3943,2.6041,-1.7774,1.3738,-0.40697,4.8652,-2.8091,-0.58447,5
-6.5056,-2.5483,-1.2651,-3.4717,-1.2695,-7.3765,-8.2493,-8.8225,5
38.698,34.7,37.926,37.614,36.202,35.467,39.762,36.051,8
-47.193,-38.259,-51.513,-52.311,-27.906,-56.451,-49.013,-18.872,2
50.012,53.384,45.369,51.344,43.107,53.07,49.301,41.281,1
14.612,8.6074,16.141,9.4549,11.338,7.2569,13.662,12.262,6
9.7395,12.014,11.676,15.381,17.879,8.8144,12.959,10.112,6
-18.015,-6.4017,-4.7599,0.50119,-9.1338,-0.82157,-22.567,-8.5355,2
13.115,6.6668,11.957,12.775,9.3456,17.478,12.711,15.174,6
-9.2654,-9.1867,-12.264,-9.6658,-17.088,-11.953,-5.0804,-10.464,7
-39.48,-40.326,-41.827,-42.617,-42.056,-40.376,-40.271,-41.882,3
0.70315,-6.3085,-4.2305,-4.4603,-3.6376,-0.751,-6.7767,-9.0034,5
11.032,12.197,11.751,6.7512,8.7015,14.291,12.028,16.364,6
1.8685,4.4774,0.34908,1.0897,2.4694,-2.9241,0.16338,3.6147,5
-6.6467,-8.0581,-9.3602,-12.524,-20.744,-17.333,-8.8033,-4.7582,7
36.979,45.677,37.056,30.449,34.364,33.838,30.857,42.608,8
39.388,36.179,30.837,34.508,37.894,39.548,35.938,38.477,4
36.609,39.241,35.958,38.232,36.059,37.498,29.232,41.098,8
38.392,34.586,36.613,35.057,34.912,36.785,37.858,36.991,8
4.0183,0.7203,3.3856,3.3302,4.9348,4.6398,-1.3523,3.2249,5
41.171,41.243,44.889,43.764,41.145,40.315,44.982,38.894,8
-40.496,-38.624,-42.275,-41.945,-41.216,-42.754,-42.505,-41.982,3
16.774,10.819,11.848,9.8884,8.6073,13.495,13.453,8.7936,6
-40.526,-39.242,-38.684,-42.514,-40.68,-40.299,-41.754,-41.848,3
0.61459,-1.7031,2.0671,0.8359,4.4478,4.454,1.9112,2.0351,5
8.6798,2.1501,4.6341,5.1309,0.56752,3.1608,0.15292,6.1002,5
10.791,7.6473,8.2696,9.6769,8.7634,7.6557,10.696,8.3834,6
9.1481,7.8806,11.743,16.273,10.097,7.8767,20.033,11.915,6
34.897,36.813,37.142,41.455,43.129,35.536,40.571,39.937,8
45.35,39.802,43.024,49.013,46.063,41.664,41.342,43.733,1
1.0565,4.6288,1.5188,1.8361,1.4702,6.307,0.48005,5.8408,5
38.327,39.904,35.039,39.682,38.134,43.784,36.924,44.09,8
-23.239,-33.66,-21.764,-23.719,-30.264,-2.2187,-27.402,-47.889,2
-5.7818,-4.9146,-4.5245,1.7454,-5.2775,-9.5501,-7.605,-4.9276,5
23.008,34.306,23.706,33.621,25.523,33.089,32.507,32.289,4
40.159,41.672,32.58,33.402,43.942,49.971,38.139,37.091,8
-6.3328,-21.183,-10.78,-13.073,-16.063,-2.761,-11.885,-12.941,7
39,44.76,40.037,34.741,37.775,44.587,37.694,37.519,4
31.8,45.817,39.152,38.701,32.358,28.183,33.716,31.314,8
-11.2,-13.995,-15.063,-13.147,-22.078,-10.884,-14.098,-15.225,7
4.6356,-0.57837,3.2234,-0.97188,1.4705,0.59712,2.5496,4.8679,5
59.057,53.061,89.363,87.252,61.381,67.717,79.653,54.205,1
0.79035,3.95,6.8583,-1.2651,1.4632,-0.41779,1.2492,-2.4448,5
38.744,31.882,36.861,39.368,32.82,39.904,40.511,39.108,4
13.262,6.3267,8.8885,10.603,13.478,9.2662,5.7161,18.218,6
28.936,24.942,26.005,30.98,24.431,32.658,31.211,33.148,4
-12.629,-7.0652,-7.42,-16.261,-13.751,-16.015,-10.87,-18.843,7
37.558,39.849,39.324,36.779,38.838,38.178,35.432,37.812,8
-25.99,-32.087,-38.364,-38.207,-25.22,-52.369,-11.322,-8.7689,2
-13.139,-12.951,-11.507,-15.584,-14.382,-2.7683,-22.426,-17.586,7
-14.608,-12.353,-12.299,-15.049,-16.408,-16.176,-14.808,-12.456,7
-40.568,-38.084,-40.431,-40.448,-40.016,-40.789,-41.176,-39.309,3
10.264,10.033,10.461,11.868,9.983,9.5518,12.645,10.001,6
-42.066,-40.524,-38.909,-40.708,-38.838,-40.086,-40.443,-37.882,3
43.973,49.186,43.128,47.995,53.16,47.974,48.13,48.148,1
13.656,9.3312,10.249,10.695,10.45,11.672,9.4326,8.4388,6
9.3201,12.387,4.8951,13.909,13.833,12.159,16.948,7.0362,6
31.351,25.46,30.193,35.325,26.458,33.647,29.045,31.117,4
41.859,40.361,36.083,32.164,31.889,30.852,36.948,40.562,8
-7.2795,-3.1235,-5.1121,-5.3121,-3.1019,-3.7041,-8.6963,-2.969,5
-41.025,-40.444,-42.043,-42.619,-41.826,-41.083,-43.12,-38.288,3
-4.1293,-2.7131,-2.0059,-2.9183,0.79005,-5.3364,-2.6786,-6.6555,5
-41.334,-40.739,-41.283,-40.941,-42.123,-40.16,-39.956,-41.279,3
10.45,9.5362,8.73,8.6839,7.4442,7.9461,8.9174,9.6621,6
-46.498,-45.777,-43.702,-47.267,-47.401,-38.314,-43.521,-45.637,3
63.416,48.81,69.274,51.62,54.78,66.393,54.668,51.293,1
-37.06,-46.63,-47.065,-46.599,-15.689,-53.549,-29.058,-20.832,2
7.265,11.014,8.7208,9.2563,12.626,16.104,14.676,9.6503,6
1.1952,-3.5707,-0.66206,-1.2811,1.6629,2.6888,2.0223,-3.5933,5
59.429,57.569,61.314,67.211,59.145,54.597,54.851,59.251,1
26.812,37.334,36.782,34.286,31.93,26.771,26.226,34.224,4
-11.429,-13.502,-9.4028,-17.643,-10.513,-4.9153,-7.5897,-4.3961,2
-13.017,-12.082,-13.321,-14.185,-16.78,-11.67,-13.987,-14.182,7
0.74642,0.187,0.94717,2.5771,2.0571,1.7622,2.4144,0.53277,5
-41.023,-39.583,-42.355,-42.312,-39.997,-37.908,-39.125,-44.203,3
7.5314,9.8071,9.7352,9.4049,12.149,11.514,8.4563,9.3851,6
-2.1946,-40.571,-36.805,-35.777,-35.488,-40.076,-40.164,-50.346,2
-33.527,-24.649,-33.648,-26.913,-46.375,-42.241,-37.01,-37.819,2
-11.609,-8.3994,-7.4963,-10.664,-23.557,-13.44,-17.006,-12.731,7
-3.6277,-12.1,-7.3003,-14.638,-10.872,-17.769,-17.833,-10.526,2
9.4605,8.9606,7.2322,10.247,11.072,8.7717,10.151,11.767,6
38.967,35.612,39.259,40.259,39.842,38.209,35.496,42.101,8
-11.99,-17.166,-12.475,-13.581,-13.598,-15.871,-15.786,-12.111,7
-57.639,-53.071,-52.032,-55.937,-55.273,-55.762,-52.772,-54.776,3
40.274,42.91,45.379,44.273,40.571,47.929,46.159,41.853,1
56.948,69.37,67.787,68.008,58.606,50.376,62.375,74.471,1
50.256,50.088,54.082,47.373,44.233,41.206,46.073,41.715,1
9.547,17.659,14.339,9.5403,14.551,17.505,11.653,11.035,6
37.361,43.008,42.326,43.196,41.34,41.127,46.684,33.865,8
41.875,36.741,40.02,38.104,39.617,37.811,34.534,41.059,8
-13.125,-19.637,-7.1557,-11.488,-4.6466,-8.5699,-10.808,-18.418,7
-43.701,-34.444,-58.943,-40.474,-33.673,-31.298,-23.474,-46.074,2
-50.259,-54.22,-58.2,-56.675,-54.447,-54.658,-58.673,-52.176,3
34.063,23.099,27.328,23.673,34.486,36.771,24.278,28.513,4
-45.207,-46.883,-43.692,-52.61,-44.493,-45.639,-41.272,-47.488,3
34.185,37.467,19.083,37.448,35.585,30.539,35.347,30.968,4
-11.498,-12.546,-14.449,-10.243,-15.669,-10.155,-16.811,-5.9926,7
-40.864,-38.503,-41.902,-40.833,-41.227,-39.348,-40.752,-41.25,3
43.621,37.229,39.785,33.55,34.529,28.553,30.415,40.92,4
43.603,36.954,40.582,43.43,39.977,30.267,40.955,43.256,8
9.4508,13.294,12.345,14.732,14.412,15.536,14.739,14.368,6
-14.479,-9.9371,-11.217,-10.581,-12.25,-16.034,-15.649,-12.571,7
57.084,51.71,92.688,85.053,50.021,48.012,79.604,67.525,1
34.656,41.908,33.285,40.865,40.96,37.982,42.188,34.072,4
9.6645,9.1253,9.109,8.4808,12.785,9.79,8.4852,9.5953,6
49.185,52.632,38.445,39.93,46.651,42.065,41.731,51.511,1
36.812,35.769,38.775,42.225,40.363,39.268,31.454,42.531,4
50.548,51.753,47.85,50.536,45.195,43.338,47.079,39.829,1
-31.181,-23.43,-53.84,-45.135,-37.629,-48.768,-22.296,-38.578,2
38.832,42.777,33.082,34.984,35.248,34.319,31.789,28.857,4
-43.075,-41.947,-47.397,-43.868,-40.776,-40.615,-36.538,-43.927,3
34.473,38.539,32.724,38.579,33.525,37.714,36.173,41.711,4
2.7074,3.7858,-1.9052,-2.9397,1.2823,-1.3608,1.5205,2.1101,5
37.696,33.22,36.75,36.696,29.457,35.29,33.52,35.234,8
40.252,36.278,35.66,34.342,37.871,36.303,34.56,34.277,4
38.816,32.089,40.436,37.392,37.965,29.487,34.018,34.987,4
-28.484,-47.478,-42.939,-49.479,-25.699,-38.081,-48.977,-17.457,2
45.879,36.114,32.997,34.726,35.887,38.616,35.852,39.656,4
-6.1129,-18.201,-0.32542,-14.507,-10.798,-8.8675,-19.276,-16.21,7
-12.289,-16.431,-3.4741,-20.263,-15.853,-8.4241,-13.21,-2.0004,7
17.292,-37.527,-28.389,-31.86,-30.885,-39.571,-19.187,-29.338,2
7.9252,15.297,10.222,10.729,14.265,13.73,9.8899,13.363,6
-13.759,-12.46,-12.97,-11.763,-17.204,-10.359,-12.613,-18.025,7
-43.757,-31.383,-38.393,-38.252,-32.635,-27.754,-35.961,-19.35,2
0.63227,0.024539,0.47674,2.1974,-1.0145,-0.62568,0.95616,2.7339,5
-59.119,-54.784,-48.05,-51.877,-60.608,-53.194,-51.51,-57.203,3
12.526,14.862,8.4388,10.753,13.656,11.614,16.423,11.24,6
-14.906,-11.991,-14.066,-16.999,-18.066,-15.983,-11.614,-16.385,7
57.699,56.998,53.629,67.197,59.377,63.514,61.791,60.086,1
-7.1787,3.1926,-13.126,-14.23,-6.5462,-11.368,-8.2367,-7.8941,2
-38.639,-39.742,-40.133,-41.747,-39.79,-42.554,-42.09,-41.553,3
28.026,38.37,43.144,32.245,36.411,45.576,29.683,48.324,4
-52.329,-54.654,-48.372,-59.858,-50.634,-2.4658,-23.302,-14.847,2
-9.5943,-17.322,-14,-11.995,-1.6603,-25.389,-16.783,-6.9484,2
-1.9897,-5.0105,4.8523,-11.155,-10.779,-17.885,-5.6347,-8.1031,2
-25.58,-17.219,-7.4738,-11.293,-20.121,-9.5568,-7.687,-16.789,7
58.368,60.915,60.445,56.177,60.515,64.237,58.571,77.953,1
33.561,33.271,35.869,35.101,33.22,39.584,34.825,37.088,4
33.847,25.796,33.131,30.561,30.345,30.251,30.762,33.768,4
0.31165,-8.5542,-7.1491,-5.9632,-6.677,-4.2478,-6.3003,-0.72733,5
7.5098,11.802,15.094,14.985,6.3264,13.894,7.4057,14.622,6
-15.227,-15.272,-15.492,-13.075,-16.63,-15.09,-12.136,-14.32,7
-12.6,-15.094,-18.426,-13.744,-12.623,-8.2938,-10.565,-11.246,7
37.805,38.051,36.98,37.574,36.348,34.306,33.368,35.397,4
51.584,79.429,59.245,84.367,75.181,65.738,73.174,71.975,1
